eventId,runId,lifecycleId,createdAtUtc,createdAtParis,symbol,side,stateBefore,stateAfter,action,urgency,bypassLlm,reasonCode,notes,ageMinutes,grossCurrentBps,netCurrentBps,mfeBps,maeBps,givebackPct,hasStop,hasTakeProfit,currentStopPx,currentTakeProfitPx,stopDistanceBps,takeProfitDistanceBps,playbook,basePlaybook,currentRegime,marketTags,bookPressure,trendAligned
713fa3cb-7286-4627-bfd3-d2d1f5eda222,ac976e57-7151-4e63-b7b6-654782636eba,,2026-05-26T10:35:00.103Z,2026-05-26 12:35:00,ETH-PERP,long,NEW,NEW,HOLD_POSITION,LOW,false,POSITION_TOO_NEW,position is too new for normal management,0,-16,-27.5,0,-16,,true,true,2118.6,2127.6,30.1176,12.2353,,Unknown,RISK_ON,overbought_m5|risk_ineligible,0.18,true
